RSoft_BSDF_File_Version 2
1 0 5 2 1 1.09714
0.3 0.3
-1 1
-1 1
1 0.647 0.647
10 0 45 0.5
4 0 45
Begin_Dispersion_Data
0.647 1.45662 0 1 0 0
End_Dispersion_Data
inside=0 lambda=0.647 phi=0 theta=0
0 0 0 -180 0 0 0 0 0.184829 -24.7154 0 0 0 0 0 -180 0 0
0 180 0 -0 0 180 0 180 1.18611 167.382 0 180 0 180 0 -0 0 180
0 0 0 -0 0 -180 0 -0 4.53403e-13 6.38042 0 -180 0 -180 0 -0 0 0
0 180 0 180 0 -0 0 -180 8.03733e-13 -116.764 0 -0 0 -0 0 180 0 180
0 0 0 0 0 -180 0 180 4.63777e-13 87.1601 0 180 0 -180 0 0 0 0
0 180 0 -180 0 -0 0 -0 8.86992e-13 -83.6399 0 -180 0 -0 0 180 0 180
0 0 0 0 0 0 0 -180 0.184829 -24.7154 0 -180 0 0 0 0 0 0
0 180 0 180 0 180 0 -0 1.18611 167.382 0 -0 0 180 0 180 0 180
inside=0 lambda=0.647 phi=0 theta=15
0 0 0 -180 0 0 0 0 0.184829 -24.7154 0 0 0 0 0 -180 0 0
0 180 0 -0 0 180 0 180 1.18611 167.382 0 180 0 180 0 -0 0 180
0 0 0 -0 0 -180 0 -0 4.53403e-13 6.38042 0 -180 0 -180 0 -0 0 0
0 180 0 180 0 -0 0 -180 8.03733e-13 -116.764 0 -0 0 -0 0 180 0 180
0 0 0 0 0 -180 0 180 4.63777e-13 87.1601 0 180 0 -180 0 0 0 0
0 180 0 -180 0 -0 0 -0 8.86992e-13 -83.6399 0 -180 0 -0 0 180 0 180
0 0 0 0 0 0 0 -180 0.184829 -24.7154 0 -180 0 0 0 0 0 0
0 180 0 180 0 180 0 -0 1.18611 167.382 0 -0 0 180 0 180 0 180
inside=0 lambda=0.647 phi=0 theta=30
0 0 0 -180 0 0 0 0 0.184829 -24.7154 0 0 0 0 0 -180 0 0
0 180 0 -0 0 180 0 180 1.18611 167.382 0 180 0 180 0 -0 0 180
0 0 0 -0 0 -180 0 -0 4.53403e-13 6.38042 0 -180 0 -180 0 -0 0 0
0 180 0 180 0 -0 0 -180 8.03733e-13 -116.764 0 -0 0 -0 0 180 0 180
0 0 0 0 0 -180 0 180 4.63777e-13 87.1601 0 180 0 -180 0 0 0 0
0 180 0 -180 0 -0 0 -0 8.86992e-13 -83.6399 0 -180 0 -0 0 180 0 180
0 0 0 0 0 0 0 -180 0.184829 -24.7154 0 -180 0 0 0 0 0 0
0 180 0 180 0 180 0 -0 1.18611 167.382 0 -0 0 180 0 180 0 180
inside=0 lambda=0.647 phi=0 theta=45
0 0 0 -180 0 0 0 0 0.184829 -24.7154 0 0 0 0 0 -180 0 0
0 180 0 -0 0 180 0 180 1.18611 167.382 0 180 0 180 0 -0 0 180
0 0 0 -0 0 -180 0 -0 4.53403e-13 6.38042 0 -180 0 -180 0 -0 0 0
0 180 0 180 0 -0 0 -180 8.03733e-13 -116.764 0 -0 0 -0 0 180 0 180
0 0 0 0 0 -180 0 180 4.63777e-13 87.1601 0 180 0 -180 0 0 0 0
0 180 0 -180 0 -0 0 -0 8.86992e-13 -83.6399 0 -180 0 -0 0 180 0 180
0 0 0 0 0 0 0 -180 0.184829 -24.7154 0 -180 0 0 0 0 0 0
0 180 0 180 0 180 0 -0 1.18611 167.382 0 -0 0 180 0 180 0 180
inside=0 lambda=0.647 phi=5 theta=0
0 0 0 -180 0 0 0 0 0.182596 -31.3745 0 0 0 0 0 -180 0 0
0 180 0 -0 0 180 0 180 1.18406 164.028 0 180 0 180 0 -0 0 180
0 0 0 -0 0 -180 0 0 4.66698e-13 -86.7653 0 0 0 -180 0 180 0 0
0 180 0 -180 0 -0 0 0 6.99659e-13 102.638 0 0 0 -0 0 0 0 180
0 0 0 -180 0 -180 0 -0 5.66897e-13 169.025 0 180 0 -180 0 0 0 0
0 180 0 -0 0 -0 0 180 9.2908e-13 34.4721 0 -0 0 -0 0 180 0 180
0 0 0 0 0 0 0 -180 0.186779 -31.4633 0 -180 0 0 0 0 0 0
0 180 0 180 0 180 0 -0 1.18822 164.011 0 -0 0 180 0 180 0 180
inside=0 lambda=0.647 phi=5 theta=15
0 0 0 -180 0 0 0 0 0.182877 -31.3807 0 0 0 0 0 -180 0 0
0 180 0 -0 0 180 0 180 1.18434 164.027 0 180 0 180 0 -0 0 180
0 0 0 -0 0 -180 0 -180 0.0010426 143.271 0 0 0 -180 0 180 0 0
0 180 0 -180 0 -0 0 -0 0.00107905 -30.8141 0 180 0 -0 0 0 0 180
0 0 0 -180 0 -180 0 -0 0.00104264 143.28 0 180 0 -180 0 0 0 0
0 180 0 -0 0 -0 0 -180 0.00107851 -30.715 0 0 0 -0 0 180 0 180
0 0 0 0 0 0 0 -180 0.186499 -31.4576 0 -180 0 0 0 0 0 0
0 180 0 180 0 180 0 -0 1.18794 164.012 0 -0 0 180 0 180 0 180
inside=0 lambda=0.647 phi=5 theta=30
0 0 0 -180 0 0 0 0 0.183642 -31.3974 0 0 0 0 0 -180 0 0
0 180 0 -0 0 180 0 180 1.1851 164.024 0 180 0 180 0 -0 0 180
0 0 0 -0 0 -180 0 -180 0.00180585 143.273 0 0 0 -180 0 180 0 0
0 180 0 -180 0 -0 0 -0 0.00186877 -30.7929 0 180 0 -0 0 0 0 180
0 0 0 -180 0 -180 0 -0 0.00180588 143.278 0 180 0 -180 0 0 0 0
0 180 0 -0 0 -0 0 -180 0.00186823 -30.7357 0 0 0 -0 0 180 0 180
0 0 0 0 0 0 0 -180 0.185734 -31.4418 0 -180 0 0 0 0 0 0
0 180 0 180 0 180 0 -0 1.18718 164.015 0 -0 0 180 0 180 0 180
